,Date ,"Time in 
(24 hours)","Time out
(24 hours) ",Weather ,Crew Leader (name) ,POI,General Location,Species Code,"Point Area (m²) or
 Line Depth (m)",PolygonLine ID,Direction from trail ,Distribution Code,"Does this cherry laurel or holly plant have a DBH of 20cm+? 
",Holly Berries present?,Proximity to stream or wetland,Vegetation layer ,Native Herb Layer %,X_COORD_x,Y_COORD_x,X_COORD_y,Y_COORD_y
470,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2106,Imperial,HB,15.0,L1-2,NE,9.0,,,10m+,Shrub,1-5%,,,-123.202756,49.256394
471,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2107,Imperial,EH,1.0,,NE,1.0,,Unknown,10m+,Tree,1-5%,,,-123.202751,49.25641
472,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2109,Imperial,EI,5.0,,NE,5.0,,,10m+,Herb,1-5%,,,-123.202613,49.256324
473,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2110,Imperial,LC,0.5,,NE,1.0,,,10m+,Shrub,1-5%,,,-123.202716,49.256272
474,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2111,Imperial,HB,2.0,L2-1,E,8.0,,,10m+,Shrub,1-5%,,,-123.202737,49.256317
475,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2112,Imperial,HB,2.0,L2-2,E,8.0,,,10m+,Shrub,1-5%,,,-123.202503,49.255853
476,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2113,Imperial,EH,2.0,,E,1.0,,Unknown,10m+,Tree,6-25%,,,-123.202557,49.25586
477,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2114,Imperial,EH,3.0,,E,4.0,,Unknown,10m+,Tree,26-50%,,,-123.202389,49.255734
478,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2115,Imperial,LC,2.0,,E,4.0,,,10m+,Tree,6-25%,,,-123.202371,49.255676
479,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2116,Imperial,HB,2.0,L3-1,E,6.0,,,10m+,Shrub,26-50%,,,-123.202404,49.255725
480,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2117,Imperial,HB,2.0,L3-2,E,8.0,,,10m+,Shrub,26-50%,,,-123.202181,49.255277
481,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2118,Imperial,CP,3.0,L4-1,E,8.0,,,10m+,Herb,6-25%,,,-123.2024,49.255611
482,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2119,Imperial,CP,2.0,L4-2,E,8.0,,,10m+,Herb,6-25%,,,-123.202182,49.25533
483,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2120,Imperial,EH,0.5,,E,3.0,,Unknown,10m+,Shrub,6-25%,,,-123.201842,49.254893
484,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2121,Imperial,EI,1.0,,E,6.0,,,10m+,Herb,1-5%,,,-123.20184,49.254877
485,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2123,Imperial,EH,2.0,,NE,2.0,,Unknown,10m+,Shrub,1-5%,,,-123.201815,49.254753
486,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2124,Imperial,EI,,L5-1,NE,2.0,,,10m+,Herb,1-5%,,,-123.201915,49.254677
487,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2125,Imperial,EI,1.0,L5-2,NE,2.0,,,10m+,Herb,1-5%,,,-123.201827,49.254636
488,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2126,Imperial,EI,2.0,,NE,3.0,,,10m+,Herb,26-50%,,,-123.201649,49.254452
489,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2127,Imperial,CP,1.5,,NE,8.0,,,10m+,Herb,1-5%,,,-123.201644,49.254239
490,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2128,Imperial,EI,1.0,,NE,3.0,,,10m+,Herb,1-5%,,,-123.201658,49.25423
491,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2129,Imperial,CP,2.0,,NE,7.0,,,10m+,Herb,1-5%,,,-123.2016,49.254122
492,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2130,Imperial,EI,0.5,,NE,1.0,,,10m+,Tree,6-25%,,,-123.20144,49.254081
493,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2131,Imperial,EI,1.0,,NE,2.0,,,10m+,Herb,1-5%,,,-123.201503,49.253948
494,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2132,Imperial,CP,5.0,,NE,3.0,,,10m+,Herb,1-5%,,,-123.201413,49.253963
495,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2133,Imperial,CP,5.0,,NE,6.0,,,10m+,Herb,1-5%,,,-123.201219,49.253203
496,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2134,Imperial,CP,1.0,,E,3.0,,,10m+,Herb,1-5%,,,-123.201309,49.252797
497,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2135,Imperial,EI,2.0,,E,8.0,,,10m+,Herb,1-5%,,,-123.201349,49.252594
498,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2136,Imperial,CP,2.0,L6-1,E,8.0,,,10m+,Shrub,1-5%,,,-123.20179,49.251531
499,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2137,Imperial,CP,2.0,L6-2,E,8.0,,,10m+,Herb,1-5%,,,-123.201981,49.251344
500,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2138,Imperial,CP,2.0,L7-1,SE,4.0,,,10m+,Herb,1-5%,,,-123.202087,49.251088
501,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2139,Imperial,CP,2.0,L7-2,SE,8.0,,,10m+,Herb,1-5%,,,-123.202251,49.250881
502,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2140,Imperial,HB,2.0,,SE,8.0,,,10m+,Shrub,1-5%,,,-123.202349,49.250741
503,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2141,Imperial,HB,1.0,,SE,1.0,,,10m+,Shrub,26-50%,,,-123.202443,49.250685
504,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2143,Imperial,CP,0.5,,SE,3.0,,,10m+,Herb,6-25%,,,-123.202504,49.250662
505,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2144,Imperial,CP,0.5,,SE,8.0,,,10m+,Herb,1-5%,,,-123.20269,49.250431
506,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2146,Imperial,EI,1.5,,SE,4.0,,,10m+,Herb,6-25%,,,-123.202662,49.250419
507,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2794,Hemlock,EI,5.5,,SW,8.0,,,10m+,Mixed,0%,,,-123.208557,49.248163
508,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2795,Hemlock,EH,3.0,,S,4.0,No,,10m+,Mixed,6-25%,,,-123.20861,49.24813
509,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2796,Hemlock,EH,0.5,,S,,No,,,Shrub,0%,,,-123.208445,49.248201
510,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2797,Hemlock,EH,1.0,,S,2.0,No,Unknown,10m+,Herb,1-5%,,,-123.20824,49.248145
511,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2798,Hemlock,EH,2.5,,S,3.0,No,Unknown,10m+,Mixed,6-25%,,,-123.208181,49.248013
512,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2800,Hemlock,LC,0.5,,SW,1.0,No,,10m+,Herb,0%,,,-123.2081,49.247941
513,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2801,Hemlock,EH,0.5,,S,2.0,No,Unknown,10m+,Herb,0%,,,-123.207835,49.247905
514,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2802,Hemlock,EH,0.5,,SW,1.0,No,Unknown,10m+,Herb,6-25%,,,-123.207633,49.247855
515,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2803,Hemlock,EH,0.5,,SW,1.0,No,Unknown,10m+,Shrub,6-25%,,,-123.207506,49.247835
516,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2804,,EI,0.5,,S,3.0,,,10m+,Herb,0%,,,-123.207567,49.247833
517,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2805,Hemlock,EH,3.0,,S,3.0,No,Unknown,10m+,Mixed,0%,,,-123.207576,49.247779
518,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2806,Hemlock,EI,0.5,,SW,3.0,,,10m+,Herb,1-5%,,,-123.20756,49.247686
519,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2807,Hemlock,EH,1.0,,S,3.0,No,,10m+,Mixed,1-5%,,,-123.207627,49.247716
520,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2808,Hemlock,EH,0.5,,SW,1.0,,,10m+,Tree,6-25%,,,-123.207097,49.247399
521,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2809,Hemlock,EH,0.5,,SW,1.0,No,Unknown,10m+,Shrub,6-25%,,,-123.207072,49.247377
522,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2810,Hemlock,EI,0.5,,SW,1.0,,,10m+,Herb,26-50%,,,-123.20711,49.247321
523,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2811,Hemlock,EH,0.5,,SW,3.0,No,Unknown,10m+,Herb,1-5%,,,-123.207016,49.247278
524,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2812,Hemlock,EH,0.5,,SW,1.0,No,Unknown,10m+,Shrub,51-75%,,,-123.206968,49.247126
525,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2813,Hemlock,EI,0.5,,SW,3.0,,,10m+,Herb,26-50%,,,-123.206775,49.247027
526,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2814,Hemlock,EH,1.0,,SW,3.0,No,Unknown,10m+,Mixed,1-5%,,,-123.205872,49.246276
527,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2815,Hemlock,EI,0.5,,SW,3.0,,,10m+,Shrub,0%,,,-123.205946,49.246274
528,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2816,Hemlock,EI,1.0,,SW,3.0,,,10m+,Mixed,1-5%,,,-123.205956,49.246235
529,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2817,Hemlock,EH,1.0,,SW,2.0,No,Unknown,10m+,Mixed,6-25%,,,-123.205293,49.24556
530,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2818,Hemlock,EI,0.5,,SW,3.0,,,10m+,Herb,1-5%,,,-123.204249,49.245034
531,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2819,Hemlock,EI,0.5,,S,3.0,,,10m+,Mixed,6-25%,,,-123.203864,49.244955
532,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2820,Hemlock,EH,2.0,,S,2.0,,,10m+,Mixed,6-25%,,,-123.203867,49.244931
533,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2821,Hemlock,EI,0.5,,SE,3.0,,,10m+,Herb,6-25%,,,-123.203652,49.245055
534,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2822,Hemlock,EI,0.5,,S,2.0,,,10m+,Herb,26-50%,,,-123.203608,49.245011
535,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2823,Hemlock,EH,1.5,,SW,3.0,No,Unknown,10m+,Mixed,1-5%,,,-123.203504,49.24501
536,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2824,Hemlock,EH,0.5,,S,2.0,No,Unknown,2m to 5m,Mixed,1-5%,,,-123.203266,49.244923
537,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2825,Hemlock,EI,1.5,,SW,3.0,,,2m to 5m,Herb,6-25%,,,-123.20308,49.244904
538,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2826,Hemlock,EH,4.0,,SW,3.0,No,Unknown,2m to 5m,Mixed,6-25%,,,-123.203134,49.24492
539,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2827,Hemlock,EI,5.0,,NE,3.0,,,6m to 10m,Mixed,26-50%,,,-123.202836,49.24481
540,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2828,Hemlock,EI,3.0,,NE,3.0,,,6m to 10m,Mixed,51-75%,,,-123.202863,49.244896
541,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2829,Hemlock,EI,4.0,,NE,3.0,,,6m to 10m,Mixed,6-25%,,,-123.203003,49.244996
542,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2830,Hemlock,EH,0.5,,NE,1.0,No,Unknown,6m to 10m,Shrub,6-25%,,,-123.202757,49.244959
543,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2831,,EI,2.5,,N,3.0,,,6m to 10m,Herb,1-5%,,,-123.203165,49.245125
544,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2832,Hemlock,EH,0.5,,N,2.0,No,Unknown,6m to 10m,Shrub,6-25%,,,-123.203279,49.245146
545,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2833,Hemlock,EH,0.5,,N,2.0,No,Unknown,6m to 10m,Shrub,1-5%,,,-123.203304,49.245049
546,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2834,Hemlock,EH,3.0,,NE,3.0,No,Unknown,,Mixed,6-25%,,,-123.203412,49.245135
547,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2835,Hemlock,EH,3.5,,N,3.0,Yes,Unknown,10m+,Tree,6-25%,,,-123.203711,49.245133
548,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2836,Hemlock,EI,2.0,,N,2.0,,,10m+,Herb,6-25%,,,-123.203888,49.245062
549,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2837,Hemlock,EH,0.5,,N,1.0,No,Unknown,10m+,Shrub,6-25%,,,-123.203883,49.245086
550,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2838,Hemlock,EI,0.5,,N,3.0,,,10m+,Herb,0%,,,-123.204036,49.245022
551,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2839,Hemlock,EH,0.5,,NE,1.0,No,Unknown,10m+,Shrub,1-5%,,,-123.20416,49.245101
552,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2840,Hemlock,EH,3.0,,NE,4.0,No,Unknown,10m+,Mixed,26-50%,,,-123.204311,49.245225
553,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2841,Hemlock,EI,1.0,,NE,3.0,,,10m+,Herb,6-25%,,,-123.204318,49.245241
554,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2842,Hemlock,EI,0.5,,NE,3.0,,,10m+,Mixed,6-25%,,,-123.204675,49.245261
555,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2843,Hemlock,EI,4.0,,NE,3.0,,,10m+,Mixed,26-50%,,,-123.20535,49.245591
556,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2844,Hemlock,EI,0.5,,NE,3.0,,,10m+,Herb,6-25%,,,-123.205364,49.245667
557,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2845,Hemlock,EH,3.5,,NE,3.0,No,Unknown,10m+,Mixed,6-25%,,,-123.205529,49.24585
558,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2846,Hemlock,EH,0.5,,NE,1.0,No,Unknown,10m+,Tree,6-25%,,,-123.205674,49.246061
559,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2847,Hemlock,EI,7.0,,NE,3.0,,,10m+,Mixed,26-50%,,,-123.205857,49.24634
560,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2848,Hemlock,EH,0.5,,NE,1.0,No,Unknown,10m+,Shrub,6-25%,,,-123.206045,49.246566
561,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2849,Hemlock,LC,0.5,,NE,1.0,No,,10m+,Shrub,6-25%,,,-123.206032,49.246631
562,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2850,Hemlock,EI,0.5,,NE,3.0,,,10m+,Herb,0%,,,-123.206127,49.246612
563,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2851,Hemlock,EH,1.0,,NE,1.0,Yes,Unknown,10m+,Tree,26-50%,,,-123.206418,49.246892
564,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2852,Hemlock,LC,3.0,,NE,1.0,No,,10m+,Tree,26-50%,,,-123.206422,49.246927
565,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2853,Hemlock,EH,0.5,,E,1.0,No,Unknown,10m+,Tree,1-5%,,,-123.207139,49.247713
566,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2854,Hemlock,EH,2.0,,E,2.0,,,10m+,Mixed,26-50%,,,-123.207228,49.247745
567,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2855,Hemlock,EH,2.5,,NE,3.0,No,Unknown,10m+,Mixed,1-5%,,,-123.20787,49.248134
568,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2856,Hemlock,EH,2.0,,NE,3.0,No,Unknown,10m+,Mixed,6-25%,,,-123.207939,49.248178
569,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2857,Hemlock,EH,3.0,,NE,3.0,No,Unknown,10m+,Mixed,6-25%,,,-123.208763,49.248403
570,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2858,Hemlock,EH,3.0,,NE,3.0,,Unknown,10m+,Mixed,1-5%,,,-123.208945,49.248591
571,2018-03-24,9:30:00,12:30:00,Overcast,Wendy Thompson,2859,Hemlock,EH,0.5,,N,,No,Unknown,10m+,Herb,0%,,,-123.209102,49.248625
572,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2298,Nature,EH,0.8,,W,2.0,,Unknown,10m+,Tree,26-50%,,,-123.21436,49.257648
573,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2299,Nature,EH,0.512,,W,,,Unknown,10m+,Herb,6-25%,,,-123.214353,49.257647
574,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2300,Nature,SL,0.5,,W,1.0,,,10m+,Herb,26-50%,,,-123.214169,49.257579
575,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2301,Nature,EI,38.0,,N,8.0,,,10m+,Shrub,1-5%,,,-123.214484,49.25753
576,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2302,Nature,EH,3.4,,N,,,Unknown,10m+,Mixed,6-25%,,,-123.214459,49.257551
577,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2303,Nature,EH,1.4,,NW,8.0,,,10m+,Herb,6-25%,,,-123.214789,49.257472
578,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2304,Nature,EH,3.5,,NW,4.0,,Unknown,10m+,Shrub,1-5%,,,-123.214791,49.257569
579,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2306,Nature,EH,0.5,,W,3.0,,Unknown,10m+,Shrub,6-25%,,,-123.214858,49.257232
580,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2307,Nature,EI,3.8,,W,5.0,,,10m+,Herb,26-50%,,,-123.214792,49.257204
581,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2308,Nature,EH,0.5,,W,3.0,,Unknown,10m+,Mixed,26-50%,,,-123.214889,49.257063
582,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2309,Nature,EI,0.5,,W,1.0,,,10m+,Herb,51-75%,,,-123.215236,49.256392
583,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2310,Nature,EH,0.5,,N,2.0,,,10m+,Mixed,6-25%,,,-123.216597,49.255413
584,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2311,Nature,HB,3.9,,N,6.0,,,10m+,Mixed,26-50%,,,-123.217402,49.255213
585,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2312,Nature,EH,1.0,,N,3.0,,,10m+,Mixed,1-5%,,,-123.217555,49.255217
586,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2313,Nature,EH,2.0,,N,5.0,,,10m+,Mixed,26-50%,,,-123.217562,49.255295
587,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2314,Nature,EH,4.0,,NW,6.0,,,10m+,Tree,76-100%,,,-123.218171,49.254936
588,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2315,Nature,EH,,,NW,2.0,,,10m+,Mixed,51-75%,,,-123.218645,49.254731
589,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2316,Nature,EH,3.4,,N,6.0,,,10m+,Mixed,1-5%,,,-123.218819,49.254664
590,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2317,Nature,EH,1.0,,N,3.0,,,10m+,Mixed,1-5%,,,-123.218964,49.254484
591,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2318,Nature,EH,3.0,,NW,5.0,,,10m+,Mixed,6-25%,,,-123.219108,49.254492
592,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2319,Nature,EH,3.0,,N,5.0,,,10m+,Mixed,6-25%,,,-123.219274,49.254402
593,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2320,Nature,EH,3.0,,NW,8.0,,,10m+,Mixed,6-25%,,,-123.219405,49.25438
594,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2321,Nature,HB,2.0,,NW,5.0,,,10m+,Mixed,26-50%,,,-123.219622,49.253987
595,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2322,Nature,EH,2.0,,NW,5.0,,,10m+,Mixed,6-25%,,,-123.219741,49.253936
596,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2612,Hemlock,HB,1.0,,E,1.0,,,10m+,Herb,76-100%,,,-123.212071,49.249588
597,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2613,Hemlock,LC,4.0,,SE,3.0,No,,10m+,Mixed,6-25%,,,-123.211553,49.249814
598,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2614,,EH,3.0,,SE,4.0,No,Unknown,10m+,Shrub,1-5%,,,-123.211544,49.249782
599,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2615,Hemlock,EH,1.0,,E,,,,10m+,Herb,1-5%,,,-123.211408,49.249883
600,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2616,Hemlock,EH,1.5,,NE,3.0,,,10m+,Herb,6-25%,,,-123.211628,49.250101
601,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2617,Hemlock,EH,1.0,,NE,3.0,,,10m+,Mixed,6-25%,,,-123.211612,49.250263
602,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2618,Hemlock,EH,0.5,,N,1.0,No,Unknown,10m+,Tree,1-5%,,,-123.211508,49.250649
603,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2619,Hemlock,EH,2.0,,E,4.0,No,Unknown,10m+,Shrub,6-25%,,,-123.212083,49.251209
604,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2620,Hemlock,EH,0.5,,NE,2.0,No,Unknown,10m+,Mixed,6-25%,,,-123.212218,49.251213
605,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2621,Hemlock,EH,1.0,,E,2.0,No,Unknown,10m+,Mixed,1-5%,,,-123.21228,49.251459
606,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2622,Council,EH,2.0,,NW,3.0,No,F,10m+,Mixed,6-25%,,,-123.213338,49.251979
607,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2623,Council,EH,1.0,,N,3.0,No,Unknown,10m+,Mixed,6-25%,,,-123.213468,49.251931
608,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2624,Council,EH,0.5,,N,1.0,No,Unknown,6m to 10m,Shrub,26-50%,,,-123.214317,49.25168
609,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2625,Council,EH,1.0,,N,2.0,No,Unknown,10m+,Shrub,26-50%,,,-123.216215,49.25148
610,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2626,Council,EH,4.0,,NE,4.0,No,Unknown,10m+,Mixed,26-50%,,,-123.216364,49.251597
611,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2627,Council,EH,1.0,,NE,2.0,No,Unknown,10m+,Mixed,26-50%,,,-123.216326,49.251649
612,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2628,Council,EH,1.0,,NE,2.0,No,Unknown,10m+,Tree,6-25%,,,-123.216998,49.251696
613,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2629,Council,EH,0.5,,NE,1.0,No,Unknown,10m+,Shrub,1-5%,,,-123.217223,49.251837
614,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2630,Council,EH,3.0,L1-1,NE,4.0,Yes,,10m+,Mixed,6-25%,,,-123.217626,49.251983
615,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2631,Council,EH,3.0,L1-2,NE,4.0,No,Unknown,10m+,Mixed,26-50%,,,-123.21781,49.252014
616,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2632,Council,EH,3.0,L2-1,NE,4.0,No,Unknown,10m+,Mixed,6-25%,,,-123.218011,49.252077
617,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2633,Council,EH,5.0,L2-2,N,4.0,No,Unknown,10m+,Mixed,6-25%,,,-123.218221,49.252147
618,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2634,Council,EH,3.0,,N,4.0,No,Unknown,10m+,Mixed,6-25%,,,-123.218868,49.252156
619,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2635,Council,EH,4.0,,N,4.0,No,Unknown,10m+,Mixed,6-25%,,,-123.219053,49.25225
620,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2636,Council,EH,1.0,,N,3.0,No,Unknown,10m+,Tree,6-25%,,,-123.219309,49.252151
621,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2637,Council,EH,1.0,,NE,3.0,No,Unknown,10m+,Shrub,26-50%,,,-123.219443,49.252148
622,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2638,Salish,EH,1.0,,SW,2.0,No,Unknown,10m+,Mixed,6-25%,,,-123.219497,49.251991
623,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2639,Salish,EH,1.0,,SW,3.0,No,Unknown,10m+,Tree,6-25%,,,-123.219414,49.251955
624,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2640,Salish,EH,2.0,,SW,2.0,No,Unknown,10m+,Mixed,6-25%,,,-123.219593,49.251917
625,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2641,Salish,EH,1.5,,SW,4.0,No,Unknown,10m+,Mixed,6-25%,,,-123.218713,49.251506
626,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,2642,Salish,LC,0.5,,W,3.0,No,,10m+,Mixed,6-25%,,,-123.218735,49.251341
